context,scs_neg_8,dec_1,scs_neg_5,scs_neg_2,dec_3,scs_pos_7,scs_pos_3,scs_neg_4,dec_2,dec_4,scs_pos_1,scs_pos_6,time_window,day,neg_aff,exam_day,user_id
4,1,2,-2,-2,-2,2,3,-2,-2,-1,2,2,1,2,-151,no_exam,bkLDtHzRi8
4,-2,2,-2,-2,-2,2,3,-2,-2,-1,2,2,2,2,-154,no_exam,bkLDtHzRi8
4,-1,-2,-2,-2,-2,2,3,-2,1,-1,2,2,3,2,-165,no_exam,bkLDtHzRi8
4,-2,-1,-2,-2,-2,2,3,-2,-1,-1,2,2,4,2,-153,no_exam,bkLDtHzRi8
4,2,-1,-2,-2,-3,2,3,-2,-1,-2,2,2,1,3,-183,no_exam,bkLDtHzRi8
4,-1,-2,-2,-3,-3,2,3,-2,-2,-2,2,2,2,3,-200,no_exam,bkLDtHzRi8
4,-1,-1,-2,-3,-3,2,3,-3,-2,-2,2,2,3,3,-174,no_exam,bkLDtHzRi8
4,-2,2,-2,-3,-3,2,3,-3,-2,-2,2,2,5,3,-173,no_exam,bkLDtHzRi8
4,1,-2,-2,-3,-3,2,3,-3,1,1,2,2,1,4,-151,no_exam,bkLDtHzRi8
4,-1,-1,-2,-1,-3,2,3,-2,2,1,2,2,2,4,-145,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,2,1,2,2,5,4,-134,no_exam,bkLDtHzRi8
2,2,-2,-2,-2,-3,2,3,-3,2,2,2,2,1,5,-84,no_exam,bkLDtHzRi8
4,2,-2,-2,-3,-3,2,3,-3,2,2,2,1,2,5,-97,no_exam,bkLDtHzRi8
3,2,-2,-2,-3,-3,2,3,-2,1,1,2,2,3,5,-105,no_exam,bkLDtHzRi8
4,2,-2,-2,-3,-3,2,3,-2,1,1,2,2,4,5,-161,no_exam,bkLDtHzRi8
4,2,-1,-2,-3,-3,2,3,-3,1,1,2,2,5,5,-137,no_exam,bkLDtHzRi8
4,2,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,6,-142,pre,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,7,-134,post,bkLDtHzRi8
4,2,-1,-2,-3,-3,2,3,-3,1,1,2,2,1,8,-169,no_exam,bkLDtHzRi8
4,1,-2,-2,-3,-3,2,3,-3,1,1,2,2,2,8,-184,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-2,1,1,2,2,3,8,-148,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,8,-151,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,5,8,-159,no_exam,bkLDtHzRi8
4,1,2,-3,-3,-3,2,3,-3,1,-2,2,2,1,9,-180,no_exam,bkLDtHzRi8
2,1,-2,-2,-3,-3,2,3,-3,2,2,2,1,2,9,8,no_exam,bkLDtHzRi8
2,2,-2,1,2,-3,1,3,1,2,2,1,1,3,9,128,no_exam,bkLDtHzRi8
2,2,-2,-2,-2,-3,2,3,-2,2,2,2,2,5,9,-30,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-2,1,1,2,2,1,10,-146,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,2,10,-168,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,3,10,-156,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,10,-156,no_exam,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,5,10,-153,no_exam,bkLDtHzRi8
2,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,1,11,-7,no_exam,bkLDtHzRi8
3,1,-2,-2,-3,-3,2,3,-3,1,1,2,2,3,11,-48,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,11,-48,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,5,11,-54,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,-2,1,2,2,1,12,-120,no_exam,bkLDtHzRi8
4,1,1,-2,-3,-3,2,3,-3,1,-1,2,2,3,12,-158,no_exam,bkLDtHzRi8
4,1,1,-2,-3,-3,2,3,-3,1,-1,2,2,4,12,-162,no_exam,bkLDtHzRi8
3,1,1,-2,-3,-3,2,3,-3,1,1,2,2,4,12,-160,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,-1,1,2,2,5,12,-161,no_exam,bkLDtHzRi8
4,1,1,-2,-3,-3,2,3,-3,-1,1,2,2,4,13,-125,pre,bkLDtHzRi8
4,1,-1,-2,-3,-3,2,3,-3,-2,-1,2,2,4,14,-150,post,bkLDtHzRi8
4,-1,1,-2,-3,-3,2,3,-3,-2,-2,2,2,1,15,-156,no_exam,bkLDtHzRi8
4,-2,2,-2,-3,-3,2,3,-3,-2,-2,2,2,2,15,-152,no_exam,bkLDtHzRi8
4,-1,2,-2,-3,-3,2,3,-3,-2,-2,2,2,3,15,-162,no_exam,bkLDtHzRi8
4,-2,2,-2,-3,-3,2,3,-3,-2,-2,2,2,4,15,-157,no_exam,bkLDtHzRi8
4,-2,2,-2,-3,-3,2,3,-3,-2,-2,2,2,5,15,-168,no_exam,bkLDtHzRi8
1,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,1,16,64,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,2,16,18,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,3,16,23,no_exam,bkLDtHzRi8
3,1,-1,-2,-3,-3,2,3,-3,1,1,2,2,4,16,9,no_exam,bkLDtHzRi8
3,1,-2,-2,-3,-3,2,3,-3,1,1,2,2,5,16,28,no_exam,bkLDtHzRi8
3,2,-1,1,-2,1,1,2,-1,-1,-1,-1,1,1,1,-48,no_exam,5mj5JDmsGx
3,1,-2,-1,1,1,-1,2,1,-2,2,-1,1,2,1,-117,no_exam,5mj5JDmsGx
4,-1,2,-1,-2,-1,1,1,-1,-2,-1,-1,-1,3,1,-118,no_exam,5mj5JDmsGx
3,-1,2,-1,-1,-1,2,1,-1,-1,-2,1,-1,4,1,-104,no_exam,5mj5JDmsGx
3,-1,2,-1,-2,-1,1,1,-1,-1,-2,-1,1,1,2,-23,no_exam,5mj5JDmsGx
3,-2,2,-3,-2,1,2,2,-2,-2,-2,1,2,2,2,15,no_exam,5mj5JDmsGx
3,-3,2,-1,-2,-1,2,2,-2,-1,-2,1,2,3,2,-119,no_exam,5mj5JDmsGx
3,-2,-2,-2,-2,-2,2,2,-2,-2,-2,2,3,5,2,-88,no_exam,5mj5JDmsGx
3,-2,2,-2,-2,1,2,1,-1,-2,-2,-1,1,1,3,-110,no_exam,5mj5JDmsGx
3,-3,2,-2,-3,-3,3,2,-2,-3,-3,2,2,2,3,-129,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,3,3,3,-3,-3,-3,3,3,3,3,-128,no_exam,5mj5JDmsGx
3,3,2,-3,-3,-3,3,3,-3,-3,-3,1,1,4,3,-102,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,5,3,-104,no_exam,5mj5JDmsGx
3,-3,-2,-3,-3,-2,3,3,-2,-3,-2,2,3,2,4,-106,no_exam,5mj5JDmsGx
3,-3,2,-3,-3,-3,3,3,-3,-3,-3,-1,3,4,4,-146,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,5,-122,pre,5mj5JDmsGx
4,-3,2,-3,-3,-3,3,3,-3,-3,-3,-1,2,4,6,-188,post,5mj5JDmsGx
3,-2,3,-2,-1,-3,1,2,-1,-3,-3,1,2,2,7,-96,no_exam,5mj5JDmsGx
3,-1,2,-1,-3,-1,2,3,-3,-1,-1,2,2,3,7,-52,no_exam,5mj5JDmsGx
3,-2,2,-2,-2,-2,2,2,-2,-2,-2,2,2,4,7,-78,no_exam,5mj5JDmsGx
3,-2,2,-2,-2,-2,-2,2,-2,-2,-2,2,2,5,7,-13,no_exam,5mj5JDmsGx
2,-3,1,-3,-3,-3,3,2,-3,-3,-3,1,2,1,8,-83,no_exam,5mj5JDmsGx
2,-3,3,-3,-3,-3,2,3,-3,-1,-3,1,1,2,8,-106,no_exam,5mj5JDmsGx
4,-3,3,-3,-3,-2,3,3,-3,-3,-3,-3,-1,4,8,-134,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,5,8,-155,no_exam,5mj5JDmsGx
3,-3,2,-3,-3,-3,2,3,-3,-3,-3,1,3,1,9,-99,no_exam,5mj5JDmsGx
3,-3,-1,-3,-3,-3,3,3,-3,-3,-3,-1,3,2,9,-92,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,1,3,3,9,-107,no_exam,5mj5JDmsGx
3,-3,1,-3,-3,-3,2,3,-3,-3,-3,-1,2,4,9,-93,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,1,3,5,9,-63,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,2,3,-3,-3,-3,3,3,1,10,-78,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,2,3,3,10,-123,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,10,-137,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,-3,3,1,11,-23,no_exam,5mj5JDmsGx
3,-3,-1,-3,-3,-3,1,3,-3,-3,1,1,3,2,11,6,no_exam,5mj5JDmsGx
2,2,-2,-3,-3,-1,-2,3,-3,2,2,-2,-3,3,11,152,no_exam,5mj5JDmsGx
3,2,-1,-3,-3,-3,2,3,-3,2,2,-1,-1,4,11,108,no_exam,5mj5JDmsGx
3,2,-2,-3,-3,-3,3,3,-3,-2,2,-3,-1,5,11,116,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,-1,3,4,12,-133,pre,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,3,3,3,4,13,-45,post,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,-3,-3,-3,-3,-1,3,1,14,-78,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,-3,-3,-3,-3,-1,3,2,14,-120,no_exam,5mj5JDmsGx
3,1,-1,1,-3,-3,-1,2,-2,1,1,-1,1,3,14,-32,no_exam,5mj5JDmsGx
2,1,-2,1,-1,-3,-2,3,-1,1,2,-2,-1,5,14,-41,no_exam,5mj5JDmsGx
3,-3,-3,-3,-3,-1,3,3,-3,-3,-3,-1,3,1,15,-131,no_exam,5mj5JDmsGx
2,1,-1,-1,-1,-3,-2,3,1,1,1,-1,1,2,15,53,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,3,3,-3,-3,-3,-1,3,3,15,-109,no_exam,5mj5JDmsGx
2,2,-2,-3,-2,-1,2,3,-3,-3,2,2,2,4,15,-50,no_exam,5mj5JDmsGx
3,-3,3,-3,-3,-3,1,3,-3,-3,1,1,3,5,15,-121,no_exam,5mj5JDmsGx
4,-1,1,-2,-2,1,1,3,1,1,2,3,2,1,1,-58,no_exam,vsbIebxfaK
4,2,1,-2,-2,-1,-1,2,-1,-1,-1,1,1,2,1,-200,no_exam,vsbIebxfaK
5,-2,-1,-2,-2,-2,1,2,-1,-2,-2,1,1,3,1,-200,no_exam,vsbIebxfaK
4,1,1,-1,-2,-1,1,2,-1,-1,-1,1,2,5,1,-200,no_exam,vsbIebxfaK
4,-1,1,-2,-2,-3,2,3,-1,-1,-1,2,2,2,2,-186,no_exam,vsbIebxfaK
4,1,1,-1,-3,-2,1,2,-1,-1,-1,1,1,2,2,-182,no_exam,vsbIebxfaK
4,-1,-1,-1,-2,-1,1,3,-1,-1,1,2,2,3,2,-200,no_exam,vsbIebxfaK
4,1,-1,-2,-3,-2,1,3,-3,-2,-1,1,1,4,2,-200,no_exam,vsbIebxfaK
4,-1,-2,-2,-3,-2,-1,2,-2,-1,-1,-2,2,5,2,-198,no_exam,vsbIebxfaK
5,1,-2,-2,-2,-1,-1,2,1,1,1,-1,1,1,3,114,no_exam,vsbIebxfaK
4,-1,-1,-1,-3,-2,1,2,2,-1,1,2,2,2,3,-123,no_exam,vsbIebxfaK
5,-2,2,-2,-3,-3,1,3,-2,-2,-1,2,2,4,3,-181,no_exam,vsbIebxfaK
4,-1,1,-1,-2,-2,-1,3,1,-2,-2,1,1,5,3,-197,no_exam,vsbIebxfaK
5,1,-1,-2,-3,-3,1,3,1,-3,-1,2,2,2,4,-192,no_exam,vsbIebxfaK
4,-1,-1,-2,-2,-2,1,3,1,-1,-1,2,3,3,4,-179,no_exam,vsbIebxfaK
4,-2,-1,-2,-3,-2,1,3,-1,-1,1,1,2,4,4,-173,no_exam,vsbIebxfaK
4,-1,1,-1,-3,-2,1,2,1,-1,-1,1,2,5,4,-86,no_exam,vsbIebxfaK
4,-1,-1,-1,-3,-2,1,3,1,-1,1,2,2,4,5,-132,pre,vsbIebxfaK
4,-1,-1,-2,-3,-2,-1,3,1,-1,-2,1,2,4,6,-167,post,vsbIebxfaK
4,1,-2,1,-3,1,-1,3,-1,1,1,1,2,1,7,68,no_exam,vsbIebxfaK
3,1,-1,1,-3,1,-1,1,-1,1,1,1,3,3,7,-79,no_exam,vsbIebxfaK
3,1,-1,-1,-3,1,-1,3,-1,1,1,1,3,4,7,-93,no_exam,vsbIebxfaK
3,1,-1,-1,-3,-3,-1,3,-2,-2,1,1,3,5,7,-116,no_exam,vsbIebxfaK
4,-1,-1,-1,-3,-1,-1,3,-1,1,1,1,3,1,8,-152,no_exam,vsbIebxfaK
4,1,-1,-1,-3,-2,1,3,-1,1,1,1,3,2,8,-4,no_exam,vsbIebxfaK
4,1,1,-1,-3,-1,1,3,-1,-1,1,1,3,3,8,-95,no_exam,vsbIebxfaK
3,1,1,-1,-3,-1,1,3,1,1,1,1,1,4,8,-88,no_exam,vsbIebxfaK
3,1,-1,-1,-3,-1,1,3,-1,1,1,1,3,5,8,-97,no_exam,vsbIebxfaK
3,1,-1,-2,-3,1,1,3,-1,1,1,1,3,2,9,-99,no_exam,vsbIebxfaK
3,1,-2,-1,-3,1,1,3,-1,1,1,1,3,3,9,-110,no_exam,vsbIebxfaK
3,1,-1,-1,-3,1,1,3,-1,1,1,1,3,4,9,-79,no_exam,vsbIebxfaK
3,1,-1,-1,-3,1,1,3,-1,1,1,1,3,5,9,30,no_exam,vsbIebxfaK
3,1,-1,-1,-3,1,1,3,1,1,1,1,3,2,10,-111,no_exam,vsbIebxfaK
3,1,-1,-1,-3,1,1,3,-1,1,1,1,3,3,10,-113,no_exam,vsbIebxfaK
3,1,1,-1,-3,1,1,3,-2,1,1,1,3,4,10,-116,no_exam,vsbIebxfaK
3,1,-1,1,-3,1,1,3,-1,1,-3,1,3,1,11,-144,no_exam,vsbIebxfaK
3,2,-2,1,-3,1,1,3,-2,2,2,1,3,2,11,-97,no_exam,vsbIebxfaK
3,1,-1,-2,-3,1,1,3,-1,1,-2,1,3,4,11,-185,no_exam,vsbIebxfaK
4,1,-1,-1,-3,1,-1,3,-2,1,1,1,3,5,11,-159,no_exam,vsbIebxfaK
3,1,-1,-2,-3,1,1,3,-1,1,1,1,3,4,12,-125,pre,vsbIebxfaK
4,1,-1,1,-3,1,1,3,-1,1,1,1,3,5,13,-163,post,vsbIebxfaK
4,1,1,-2,-3,1,1,3,-1,-1,1,1,3,1,14,-181,no_exam,vsbIebxfaK
4,1,-1,-1,-3,1,1,3,-1,1,1,1,3,2,14,-136,no_exam,vsbIebxfaK
4,1,1,-1,-3,1,1,3,-1,1,1,1,3,5,14,-79,no_exam,vsbIebxfaK
4,1,-1,-1,-3,1,1,1,-1,1,1,1,3,1,15,7,no_exam,vsbIebxfaK
4,1,-1,-1,-3,1,1,3,-1,1,1,1,3,2,15,-120,no_exam,vsbIebxfaK
4,3,1,-2,-3,1,1,3,-1,1,1,3,3,3,15,-117,no_exam,vsbIebxfaK
4,1,-1,-1,-3,-1,1,3,-1,-1,1,1,3,5,15,-184,no_exam,vsbIebxfaK
2,1,-2,-1,1,-1,1,3,1,2,1,2,1,1,1,-26,no_exam,mS1A9z3JkL
2,-1,1,-1,-1,-1,1,3,1,1,1,2,1,2,1,-86,no_exam,mS1A9z3JkL
3,1,-1,-1,-1,-2,1,3,1,-1,2,1,1,3,1,0,no_exam,mS1A9z3JkL
4,-1,1,-1,-2,-1,1,3,1,2,1,2,1,4,1,-27,no_exam,mS1A9z3JkL
4,2,2,-2,-2,-2,1,3,1,2,2,1,1,5,1,-9,no_exam,mS1A9z3JkL
3,1,-2,-1,-1,-1,1,3,2,2,3,2,-1,1,2,-35,no_exam,mS1A9z3JkL
2,2,-2,-1,1,-1,-1,3,2,2,3,1,2,3,2,94,no_exam,mS1A9z3JkL
3,1,2,-2,-2,-1,1,3,1,2,1,2,1,4,2,-55,no_exam,mS1A9z3JkL
4,1,2,-2,-2,-2,1,3,1,2,1,2,1,5,2,-89,no_exam,mS1A9z3JkL
5,-1,1,-1,-2,-2,2,3,1,-1,2,2,2,1,3,-67,no_exam,mS1A9z3JkL
3,3,-3,1,1,-2,1,3,1,2,3,1,1,2,3,-16,no_exam,mS1A9z3JkL
3,-1,2,-2,-2,-1,2,3,-1,-2,-2,2,2,3,3,-118,no_exam,mS1A9z3JkL
4,-1,2,-2,-2,-1,2,3,-1,1,-1,3,1,4,3,-151,no_exam,mS1A9z3JkL
3,2,-2,-1,1,-1,1,3,1,2,2,1,-1,5,3,36,no_exam,mS1A9z3JkL
3,-1,1,-1,-2,-1,-1,3,-1,1,1,1,1,1,4,-9,no_exam,mS1A9z3JkL
4,1,1,-2,-2,-2,1,3,1,1,-1,1,1,2,4,-26,no_exam,mS1A9z3JkL
4,-1,2,-2,-2,-1,1,3,-1,1,-1,2,2,3,4,-63,no_exam,mS1A9z3JkL
4,-1,2,-2,-2,-2,1,3,-1,-1,-1,2,2,4,4,-113,no_exam,mS1A9z3JkL
3,2,1,-1,-1,-1,-1,3,1,2,2,1,1,5,4,51,no_exam,mS1A9z3JkL
2,2,-1,-2,-1,-1,1,3,1,2,2,1,1,1,5,68,no_exam,mS1A9z3JkL
3,1,-2,-2,-2,-2,1,3,1,2,2,1,-1,2,5,33,no_exam,mS1A9z3JkL
4,-1,1,-2,-1,-1,1,3,-1,1,-1,1,2,3,5,-43,no_exam,mS1A9z3JkL
4,-1,-1,-2,-2,-2,1,3,-1,-2,-1,2,1,4,5,-28,no_exam,mS1A9z3JkL
4,-1,2,-1,-2,-1,1,3,-1,1,1,2,1,5,5,-22,no_exam,mS1A9z3JkL
3,2,-2,-1,-1,-1,1,3,2,1,2,1,1,5,6,67,pre,mS1A9z3JkL
5,1,-1,-1,-2,-1,1,3,-1,2,1,1,2,4,7,-47,post,mS1A9z3JkL
3,1,-1,-2,-2,1,1,3,-1,1,1,1,1,3,8,-5,no_exam,mS1A9z3JkL
3,2,-2,-1,-1,-2,1,3,-1,2,2,1,-1,4,8,-11,no_exam,mS1A9z3JkL
3,2,-1,-1,1,2,1,3,1,2,2,1,1,5,8,75,no_exam,mS1A9z3JkL
4,-1,2,-2,-2,1,1,3,1,1,1,2,1,2,9,-5,no_exam,mS1A9z3JkL
4,2,-2,-1,-1,-1,1,3,1,2,2,1,1,3,9,27,no_exam,mS1A9z3JkL
4,2,-2,-1,-2,2,1,3,1,2,3,1,1,4,9,-7,no_exam,mS1A9z3JkL
3,1,-1,-1,1,-2,1,3,1,2,1,1,1,5,9,15,no_exam,mS1A9z3JkL
2,2,-1,-2,-1,-1,1,3,1,2,2,1,-1,1,10,-45,no_exam,mS1A9z3JkL
4,-1,1,-2,-2,-2,1,3,-1,-1,-1,1,1,2,10,-32,no_exam,mS1A9z3JkL
3,2,1,-1,-1,1,1,3,1,2,2,-1,1,3,10,15,no_exam,mS1A9z3JkL
4,1,2,-2,-1,1,2,3,-1,1,-2,2,1,4,10,-90,no_exam,mS1A9z3JkL
4,1,1,-2,-1,-1,1,3,-1,1,1,1,1,5,10,-1,no_exam,mS1A9z3JkL
2,1,-1,1,1,-1,-2,3,1,2,1,2,-2,1,11,79,no_exam,mS1A9z3JkL
3,2,-2,-2,-2,1,1,3,-1,2,2,1,1,2,11,27,no_exam,mS1A9z3JkL
3,2,-1,-1,2,1,2,3,1,1,2,1,2,3,11,27,no_exam,mS1A9z3JkL
4,-1,1,-2,-2,-1,2,3,-1,-1,-2,2,2,4,11,-113,no_exam,mS1A9z3JkL
4,-1,2,-2,-2,-1,1,3,-1,-1,-1,2,1,5,11,-83,no_exam,mS1A9z3JkL
3,-2,2,-2,-3,-2,1,3,-2,-2,-2,2,2,1,12,-18,no_exam,mS1A9z3JkL
4,-1,1,-2,-2,-1,1,3,-1,-1,-1,1,2,2,12,-18,no_exam,mS1A9z3JkL
3,1,-1,-2,-1,-1,1,3,-1,1,1,1,1,3,12,-25,no_exam,mS1A9z3JkL
4,1,-1,-2,-2,-1,1,3,-1,1,1,1,1,4,12,-46,no_exam,mS1A9z3JkL
4,2,-2,-1,-1,1,2,3,-1,2,2,2,1,5,12,-30,no_exam,mS1A9z3JkL
3,1,-1,-2,-1,-1,1,3,-1,2,1,2,1,4,13,25,pre,mS1A9z3JkL
2,2,1,-1,1,-1,1,3,-1,1,1,1,1,4,14,13,post,mS1A9z3JkL
3,2,-2,2,1,-2,-2,1,2,1,1,-1,-1,2,1,30,no_exam,GGAdNpYTZp
3,1,-1,1,1,-2,-1,1,2,1,2,-1,-1,2,1,-30,no_exam,GGAdNpYTZp
3,1,-1,1,1,-2,-1,1,2,1,2,-1,-1,3,1,-10,no_exam,GGAdNpYTZp
3,-1,1,-1,-1,-2,1,1,1,-1,-1,-1,-1,4,1,-50,no_exam,GGAdNpYTZp
3,1,-1,-1,1,-2,-1,1,2,1,1,1,1,1,2,39,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,-1,1,2,1,1,-1,-1,2,2,-29,no_exam,GGAdNpYTZp
3,-1,-1,-1,-1,-2,-1,1,1,1,-1,1,-1,4,2,-39,no_exam,GGAdNpYTZp
3,1,-1,1,1,-2,1,1,1,1,1,1,-1,5,2,10,no_exam,GGAdNpYTZp
3,1,1,-1,-2,-3,1,1,-1,-1,-1,1,1,2,3,-83,no_exam,GGAdNpYTZp
4,-1,-1,-1,-2,-2,1,2,1,-2,-1,1,-1,3,3,-131,no_exam,GGAdNpYTZp
4,-1,1,-1,-2,-2,1,1,-1,-1,-2,1,1,5,3,-119,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,4,4,-2,pre,GGAdNpYTZp
4,-1,-1,-1,-1,-2,-1,1,1,-1,1,1,1,4,5,-34,post,GGAdNpYTZp
4,1,-1,-2,-1,-2,1,2,-1,1,-1,1,1,1,6,-76,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,1,1,-1,1,1,1,1,2,6,-61,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,1,1,-1,1,-1,1,1,3,6,-41,no_exam,GGAdNpYTZp
2,1,-1,-1,-1,-2,1,1,-1,1,1,1,1,5,6,-33,no_exam,GGAdNpYTZp
4,1,-1,-1,-1,-2,1,1,-1,-1,-1,1,1,1,7,-96,no_exam,GGAdNpYTZp
4,2,1,-2,-2,-2,1,1,-2,-2,-2,1,1,3,7,-138,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,1,1,-1,-1,1,1,1,5,7,-59,no_exam,GGAdNpYTZp
3,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,2,8,-42,no_exam,GGAdNpYTZp
4,1,-1,-1,-1,-2,1,1,-1,-1,-1,1,1,5,8,-89,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,1,2,-1,1,1,1,-1,2,9,-48,no_exam,GGAdNpYTZp
4,1,-1,-1,-1,-2,1,1,-1,-1,1,1,1,3,9,-61,no_exam,GGAdNpYTZp
5,3,2,-3,-3,-3,3,-3,-1,-3,-2,2,1,4,9,-200,no_exam,GGAdNpYTZp
4,1,-1,-1,-1,-2,1,1,-1,1,1,1,1,3,10,-59,no_exam,GGAdNpYTZp
4,1,1,-1,-1,-1,1,1,-1,-1,-2,1,-1,4,11,-93,pre,GGAdNpYTZp
3,1,-1,1,-1,-2,-1,1,-1,1,1,-1,1,4,12,-49,post,GGAdNpYTZp
3,1,-1,-1,-1,-2,-1,1,1,1,1,-1,1,2,13,-29,no_exam,GGAdNpYTZp
3,1,-1,-1,-2,-2,-1,1,1,1,1,1,1,3,13,-38,no_exam,GGAdNpYTZp
3,1,-1,-1,-1,-2,-1,1,1,1,1,-1,1,1,14,-23,no_exam,GGAdNpYTZp
3,1,-1,1,-1,-2,-1,1,-1,1,1,-1,-1,2,14,-16,no_exam,GGAdNpYTZp
3,1,-1,1,-1,-2,-1,1,1,1,1,-1,1,3,14,1,no_exam,GGAdNpYTZp
3,1,-1,1,-1,-2,-1,1,1,1,1,-1,1,4,14,-1,no_exam,GGAdNpYTZp
2,-2,1,1,-1,-1,-2,3,-1,-3,-2,2,1,1,1,-168,no_exam,JKgugpDLSH
3,-2,1,-1,-2,-3,1,3,-1,-2,-2,1,1,2,1,-164,no_exam,JKgugpDLSH
3,-1,-1,-1,-2,-1,1,2,-1,-2,-3,1,2,3,1,-181,no_exam,JKgugpDLSH
5,-2,2,-2,-1,-1,-2,3,-1,-1,-2,1,2,4,1,-200,no_exam,JKgugpDLSH
3,-2,-3,-1,-2,-2,1,3,-1,-2,-2,1,1,5,1,-200,no_exam,JKgugpDLSH
4,1,-2,1,1,2,2,2,1,1,1,2,2,1,2,-9,no_exam,JKgugpDLSH
3,1,-2,1,1,2,1,2,1,1,2,1,1,2,2,-7,no_exam,JKgugpDLSH
4,1,-1,1,1,1,1,1,1,1,1,2,1,3,2,-48,no_exam,JKgugpDLSH
3,-2,1,1,-2,-1,1,2,1,-1,-1,1,1,4,2,-69,no_exam,JKgugpDLSH
4,-1,1,1,-1,-1,1,2,1,-1,-1,1,1,5,2,-45,no_exam,JKgugpDLSH
4,-2,2,-2,-2,-2,2,3,-2,-2,-2,1,2,2,3,-75,no_exam,JKgugpDLSH
4,-2,2,-2,-2,1,2,3,-1,-2,-2,2,2,3,3,-124,no_exam,JKgugpDLSH
3,-2,2,-2,-2,-2,2,3,-2,-3,-3,2,2,4,3,-140,no_exam,JKgugpDLSH
4,1,2,-2,-2,-2,2,3,-2,-2,-3,2,2,5,3,-118,no_exam,JKgugpDLSH
5,-2,2,-2,-2,-2,2,3,1,-2,-2,2,2,1,4,-153,no_exam,JKgugpDLSH
3,-2,2,-2,-2,-2,2,3,-2,-2,-2,2,2,2,4,-149,no_exam,JKgugpDLSH
3,-2,2,-2,-2,-2,2,2,-2,-2,-2,2,2,3,4,-140,no_exam,JKgugpDLSH
3,1,-1,-1,-2,1,2,2,2,-1,-1,2,2,4,4,-81,no_exam,JKgugpDLSH
4,-1,2,-2,-2,-2,1,3,-2,-2,-2,2,3,5,4,-149,no_exam,JKgugpDLSH
4,-2,2,-2,-2,-3,3,3,-1,-3,-2,1,3,1,5,-95,no_exam,JKgugpDLSH
3,-1,2,1,-2,-2,-1,3,-2,-2,-2,-1,1,2,5,-58,no_exam,JKgugpDLSH
3,-2,1,-1,-1,-2,1,2,1,-1,-2,1,2,3,5,-90,no_exam,JKgugpDLSH
