context,scs_neg_8,dec_1,scs_neg_5,scs_neg_2,dec_3,scs_pos_7,scs_pos_3,scs_neg_4,dec_2,dec_4,scs_pos_1,scs_pos_6,time_window,day,neg_aff,exam_day,user_id
4,2,2,-1,-1,2,1,-1,1,1,1,-1,2,1,7,-93,no_exam,g7BjZpP1gp
4,1,-1,1,1,-1,1,1,1,1,2,2,-1,2,7,-100,no_exam,g7BjZpP1gp
2,1,-1,1,-1,-1,-1,-1,2,1,1,1,-1,3,7,-40,no_exam,g7BjZpP1gp
5,1,1,-1,1,-1,1,1,1,1,1,1,1,1,8,-124,no_exam,g7BjZpP1gp
4,2,1,1,1,1,-1,2,2,-1,1,1,1,2,8,-114,no_exam,g7BjZpP1gp
4,2,1,1,1,1,1,-1,-1,1,1,1,1,1,9,-57,no_exam,g7BjZpP1gp
4,2,-1,-1,2,-2,1,-1,1,2,1,2,2,2,9,0,no_exam,g7BjZpP1gp
4,1,2,-1,2,-1,1,-1,2,1,1,-1,1,5,10,-60,pre,g7BjZpP1gp
4,1,2,1,1,1,2,-1,2,1,-1,-1,1,1,11,-31,no_exam,g7BjZpP1gp
4,2,-2,1,-1,1,1,-2,1,1,-1,2,-1,2,11,-69,no_exam,g7BjZpP1gp
4,-1,1,-1,1,2,-2,-3,-1,1,2,-1,1,3,11,-58,no_exam,g7BjZpP1gp
4,1,-1,1,2,1,-1,-1,2,-1,1,1,1,1,12,-111,no_exam,g7BjZpP1gp
2,1,-1,1,1,1,1,-2,3,2,2,-1,2,3,12,12,no_exam,g7BjZpP1gp
4,-2,-2,-3,-1,-2,2,2,-2,-1,-1,2,2,1,1,-30,no_exam,1kvtCTozUY
4,1,1,2,-2,-2,3,1,1,-1,1,1,-1,2,1,-34,no_exam,1kvtCTozUY
4,2,-3,1,-2,-1,-1,2,-2,-1,2,1,-1,3,1,-1,no_exam,1kvtCTozUY
5,2,-1,1,-2,-1,2,2,-2,2,3,-1,1,5,1,-106,no_exam,1kvtCTozUY
5,1,3,-2,2,-1,-2,-1,-2,2,2,-1,1,1,2,26,no_exam,1kvtCTozUY
5,2,-2,-1,-1,-2,3,-1,2,3,3,1,2,2,2,9,no_exam,1kvtCTozUY
3,2,2,-3,-1,-1,2,3,-2,-3,-1,3,2,2,3,-80,no_exam,1kvtCTozUY
5,3,-1,-3,-3,-1,2,2,-2,-2,-1,3,3,4,4,-101,no_exam,1kvtCTozUY
5,2,1,-3,1,-1,2,2,-3,-2,1,3,-1,4,5,-140,post,1kvtCTozUY
5,3,3,-2,-2,2,3,1,-1,-1,3,3,2,3,6,-83,no_exam,1kvtCTozUY
4,2,-2,-2,-3,-2,2,2,-2,-2,1,3,1,2,7,-143,no_exam,1kvtCTozUY
5,3,-2,-3,-2,-1,3,2,-2,-3,3,3,2,5,7,-129,no_exam,1kvtCTozUY
3,2,-1,2,2,2,2,2,2,2,2,2,2,3,8,-92,no_exam,1kvtCTozUY
4,-1,-2,-3,-2,2,2,1,-2,3,2,1,2,4,9,-24,pre,1kvtCTozUY
4,-2,-1,1,-2,-1,1,3,1,-1,-1,1,2,2,10,7,no_exam,1kvtCTozUY
3,-3,3,-1,1,-2,-2,2,3,3,-2,1,2,1,1,-47,no_exam,VR85YlcHuD
4,-3,2,3,-2,-2,-3,2,3,-2,1,-1,3,2,1,-94,no_exam,VR85YlcHuD
3,-3,3,-3,-2,-3,1,3,2,-3,-2,-3,2,3,1,8,no_exam,VR85YlcHuD
3,-3,3,2,-2,-3,2,3,-1,-3,-3,2,3,4,1,-109,no_exam,VR85YlcHuD
5,-3,1,1,-3,-3,1,3,-2,-3,-2,1,3,5,1,-200,no_exam,VR85YlcHuD
5,-3,3,2,-3,-1,-3,2,2,-2,-3,1,3,1,2,-128,no_exam,VR85YlcHuD
3,-3,2,1,1,-3,-3,2,3,-3,-3,-2,3,2,2,-91,no_exam,VR85YlcHuD
5,-3,3,-3,-3,-3,1,3,-2,-3,-3,3,3,3,2,-121,no_exam,VR85YlcHuD
3,1,-1,1,1,-1,1,1,1,1,1,2,1,4,2,-140,no_exam,VR85YlcHuD
5,-1,-1,-1,-1,-1,-1,-3,-1,2,2,1,2,5,2,-108,no_exam,VR85YlcHuD
5,1,-3,2,2,-1,2,-3,1,-2,-1,2,1,1,3,-178,no_exam,VR85YlcHuD
5,1,-2,3,1,2,1,-3,-2,-1,1,2,2,2,3,-193,no_exam,VR85YlcHuD
5,-1,1,2,1,-1,-1,1,3,-2,1,-2,-1,3,3,-145,no_exam,VR85YlcHuD
4,-1,3,1,2,-2,2,3,1,-1,-2,1,-1,4,3,-146,no_exam,VR85YlcHuD
2,3,-2,1,-1,-2,1,-2,1,-2,-1,2,2,5,3,-111,no_exam,VR85YlcHuD
4,2,1,2,3,-2,2,-2,1,1,3,2,1,1,4,-153,no_exam,VR85YlcHuD
3,1,1,2,2,1,1,-3,1,1,2,2,2,2,4,-117,no_exam,VR85YlcHuD
2,1,1,3,2,-2,2,-3,2,-1,3,2,3,3,4,-105,no_exam,VR85YlcHuD
3,3,1,2,3,-1,3,-3,-1,-1,2,2,2,4,4,-81,no_exam,VR85YlcHuD
5,-1,1,2,3,-2,1,1,2,-1,2,3,1,5,4,-96,no_exam,VR85YlcHuD
5,2,-2,3,1,-2,2,-2,2,-1,2,1,2,1,5,-121,no_exam,VR85YlcHuD
2,-1,-3,2,2,2,2,-3,2,3,1,3,2,2,5,-62,no_exam,VR85YlcHuD
2,1,-1,2,-1,-2,1,-1,-3,-1,2,3,1,3,5,-42,no_exam,VR85YlcHuD
4,1,-2,2,1,-1,-1,1,1,1,1,3,-1,4,5,-53,no_exam,VR85YlcHuD
4,1,-2,3,2,1,-1,-3,2,1,2,3,3,5,5,200,no_exam,VR85YlcHuD
3,1,-1,3,1,-1,2,2,1,-1,2,1,1,4,6,200,pre,VR85YlcHuD
4,2,-2,1,3,1,1,-3,-1,-1,1,2,1,4,7,-114,post,VR85YlcHuD
3,1,-2,2,1,-2,1,-1,1,1,1,2,2,1,8,-91,no_exam,VR85YlcHuD
4,2,-1,2,2,-2,2,-1,1,1,1,2,2,2,8,-90,no_exam,VR85YlcHuD
2,1,-3,2,1,-1,1,-1,1,-3,1,2,1,3,8,-115,no_exam,VR85YlcHuD
2,-1,-1,3,2,-3,-1,-2,2,-1,3,2,-1,4,8,-103,no_exam,VR85YlcHuD
4,-2,-2,1,2,-1,-1,-1,-2,1,2,2,1,5,8,-63,no_exam,VR85YlcHuD
5,-3,3,1,-3,-3,-1,3,1,-1,-3,2,3,1,9,-200,no_exam,VR85YlcHuD
3,-3,3,-2,-3,-2,2,2,-2,-3,-3,1,3,2,9,-147,no_exam,VR85YlcHuD
2,1,-1,2,1,-1,1,-3,-1,-1,1,-1,-1,3,9,-73,no_exam,VR85YlcHuD
2,-1,-2,2,1,-2,-1,1,-1,1,1,2,1,4,9,-116,no_exam,VR85YlcHuD
3,1,-1,1,-1,-2,-1,-1,-3,-1,-1,2,-1,5,9,-136,no_exam,VR85YlcHuD
3,2,-1,1,1,-2,1,1,-3,-1,1,1,1,1,10,-196,no_exam,VR85YlcHuD
3,1,-1,2,1,1,2,-3,1,1,-1,2,1,2,10,-114,no_exam,VR85YlcHuD
3,2,-1,3,2,-1,1,1,1,-1,2,2,1,3,10,-139,no_exam,VR85YlcHuD
3,1,-3,2,1,1,3,-3,2,1,1,2,1,4,10,-53,no_exam,VR85YlcHuD
3,1,-3,1,2,1,1,-1,1,-2,2,3,-1,5,10,-124,no_exam,VR85YlcHuD
3,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,1,11,-64,no_exam,VR85YlcHuD
2,2,-1,2,1,-1,1,1,-1,1,1,1,1,2,11,-32,no_exam,VR85YlcHuD
3,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,3,11,-114,no_exam,VR85YlcHuD
3,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,4,11,-129,no_exam,VR85YlcHuD
3,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,5,11,-117,no_exam,VR85YlcHuD
3,1,-1,-1,1,1,1,-1,1,1,-1,-1,1,4,12,-102,pre,VR85YlcHuD
3,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,4,13,-83,post,VR85YlcHuD
3,1,1,1,1,-1,1,1,1,-1,-1,-1,-2,1,14,-86,no_exam,VR85YlcHuD
3,-1,-2,1,1,-2,-1,-2,2,-1,1,1,1,2,14,-15,no_exam,VR85YlcHuD
3,-1,-1,1,2,-1,2,-3,1,-1,1,1,2,3,14,-69,no_exam,VR85YlcHuD
3,1,-1,1,1,-1,3,-1,-2,-1,-1,2,1,4,14,-26,no_exam,VR85YlcHuD
2,2,1,1,2,-1,2,1,2,-1,1,2,1,5,14,-64,no_exam,VR85YlcHuD
3,1,1,3,2,-2,1,1,1,1,1,2,1,1,15,9,no_exam,VR85YlcHuD
4,2,-1,3,2,-1,2,-3,1,1,2,3,2,2,15,19,no_exam,VR85YlcHuD
2,2,1,2,3,-1,2,-3,1,-1,2,3,2,3,15,46,no_exam,VR85YlcHuD
3,2,-1,3,3,-1,2,-3,-1,-1,2,3,2,4,15,35,no_exam,VR85YlcHuD
2,2,-2,3,2,1,1,-3,1,1,2,2,2,5,15,2,no_exam,VR85YlcHuD
3,2,-2,-2,-2,-2,1,3,1,1,2,1,1,1,1,-40,no_exam,HlenUrgXqD
3,2,-2,-3,-2,-2,-2,2,-1,2,2,1,1,2,1,26,no_exam,HlenUrgXqD
3,2,-1,-3,-1,-2,1,2,-2,1,2,1,2,3,1,-27,no_exam,HlenUrgXqD
3,2,-2,-2,-1,-2,2,2,-2,1,1,2,2,4,1,-6,no_exam,HlenUrgXqD
4,-2,2,-3,-2,-3,2,2,-2,-3,-2,2,2,2,2,-111,no_exam,HlenUrgXqD
4,-2,2,-3,-2,-3,2,2,-2,-3,-2,2,2,3,2,-115,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,4,2,-126,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,5,2,-144,no_exam,HlenUrgXqD
5,-1,-2,-3,-2,-3,2,2,-2,-2,-2,2,2,1,3,-112,no_exam,HlenUrgXqD
4,-2,2,-3,-2,-3,2,2,-2,-3,-2,2,2,2,3,-116,no_exam,HlenUrgXqD
4,-2,1,-3,-3,-3,2,2,-2,-2,-3,2,2,3,3,-124,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-3,2,2,4,3,-192,no_exam,HlenUrgXqD
5,-3,2,-3,-3,-3,2,2,-3,-3,-3,2,2,5,3,-163,no_exam,HlenUrgXqD
4,-3,2,-3,-3,-3,2,2,-3,-3,-3,2,2,1,4,-151,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-2,2,2,2,4,-135,no_exam,HlenUrgXqD
3,-2,-2,-3,-3,-3,2,2,-2,-3,-2,2,2,3,4,-113,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-2,2,2,5,4,-157,no_exam,HlenUrgXqD
3,-1,2,-2,-2,-3,2,2,-2,-2,1,2,2,1,5,-64,no_exam,HlenUrgXqD
4,-2,2,-3,-2,-2,2,2,-2,-2,-2,2,2,2,5,-44,no_exam,HlenUrgXqD
4,-3,2,-3,-2,-2,2,2,-2,-3,-2,2,2,3,5,-65,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-3,2,2,4,5,-149,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-3,2,2,5,5,-157,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-3,2,2,4,6,-141,pre,HlenUrgXqD
5,-2,2,-3,-3,-3,2,2,-2,-3,-3,2,2,4,7,-163,post,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-3,2,2,1,8,-134,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-2,-2,2,2,2,8,-148,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-2,-3,2,2,3,8,-176,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,2,-3,-3,2,2,4,8,-170,no_exam,HlenUrgXqD
5,-3,2,-3,-3,-2,2,2,-3,-3,-3,2,3,5,8,-157,no_exam,HlenUrgXqD
4,-3,2,-3,-3,-3,2,2,-3,-3,-2,2,2,1,9,-129,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-3,2,2,2,9,-144,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-2,2,2,3,9,-139,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-2,2,2,5,9,-143,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-3,-2,2,2,1,10,-146,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,2,10,-130,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-3,-3,-2,2,2,3,10,-140,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-2,-3,2,2,4,10,-138,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-3,-3,-2,2,3,5,10,-158,no_exam,HlenUrgXqD
3,-2,2,-3,-3,-3,2,2,-3,-2,-1,2,2,1,11,-109,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,2,11,-111,no_exam,HlenUrgXqD
4,-3,2,-3,-3,-2,2,2,-2,-3,-3,2,2,3,11,-124,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-2,-2,2,2,4,11,-115,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-3,2,2,5,11,-131,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-3,-2,-2,2,2,1,12,-110,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,2,12,-98,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,3,12,-108,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-3,-2,-2,2,2,4,12,-48,no_exam,HlenUrgXqD
4,-2,2,-3,-2,-2,2,2,-2,-2,-2,2,2,5,12,-119,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-2,-1,2,2,5,13,-123,pre,HlenUrgXqD
5,-2,2,-3,-3,-2,2,2,-2,-2,-2,2,2,4,14,-159,post,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,1,15,-152,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,2,15,-150,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,3,15,-139,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-3,2,2,-2,-3,-2,2,2,4,15,-148,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-3,2,2,5,15,-147,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,1,16,-151,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-3,-3,-2,2,2,2,16,-150,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-3,-2,2,2,3,16,-143,no_exam,HlenUrgXqD
4,2,2,-3,-3,-2,2,1,-2,-3,-2,2,2,4,16,-156,no_exam,HlenUrgXqD
4,-2,2,-3,-3,-2,2,2,-2,-2,-2,2,2,5,16,-135,no_exam,HlenUrgXqD
3,3,-2,3,2,-3,-3,2,2,3,3,-3,-2,1,1,125,no_exam,zt038MDBGQ
4,2,1,3,3,2,2,3,2,3,2,-1,1,2,1,-40,no_exam,zt038MDBGQ
5,1,-1,2,2,-2,-2,3,2,2,2,-1,1,3,1,-40,no_exam,zt038MDBGQ
3,1,-1,3,3,-2,-1,1,3,3,2,1,-1,5,1,30,no_exam,zt038MDBGQ
4,2,2,-1,2,-1,-1,3,1,2,1,1,1,4,2,-91,no_exam,zt038MDBGQ
4,2,2,-2,-3,-3,2,3,1,-3,-3,3,2,5,2,-170,no_exam,zt038MDBGQ
4,2,-2,1,3,-3,-2,2,1,3,2,1,-1,4,3,-47,no_exam,zt038MDBGQ
3,3,2,-3,-3,-3,2,3,-2,-2,2,2,2,4,3,-101,no_exam,zt038MDBGQ
4,1,-2,2,3,-2,-2,2,2,3,3,-2,-2,5,3,-19,no_exam,zt038MDBGQ
2,3,-2,3,3,-1,-3,2,3,3,3,-3,-2,2,4,181,no_exam,zt038MDBGQ
3,3,-3,3,3,-2,-3,2,2,3,3,-2,-2,3,4,138,no_exam,zt038MDBGQ
4,2,-2,2,3,1,-2,3,2,2,2,2,2,4,4,-58,no_exam,zt038MDBGQ
4,2,-2,2,2,-1,-2,3,2,2,3,-2,-1,5,4,-63,no_exam,zt038MDBGQ
5,2,1,-1,1,-2,-1,3,-1,2,1,1,2,4,5,-106,no_exam,zt038MDBGQ
4,3,-2,3,2,1,-2,3,3,2,2,-2,1,5,5,47,no_exam,zt038MDBGQ
3,2,-2,1,2,-2,-1,3,2,1,-1,-2,-2,5,6,111,pre,zt038MDBGQ
4,1,2,-1,1,1,1,3,2,-2,-1,2,2,4,7,-86,post,zt038MDBGQ
2,3,-3,3,3,-2,-2,1,2,3,3,-2,-2,1,8,101,no_exam,zt038MDBGQ
2,3,-3,3,3,-2,-3,1,2,3,3,-3,-2,2,8,145,no_exam,zt038MDBGQ
4,-3,2,-2,-2,-3,2,3,1,-2,-2,1,2,3,9,-150,no_exam,zt038MDBGQ
4,-2,3,-2,-2,-3,1,3,2,-2,-2,2,2,3,9,-150,no_exam,zt038MDBGQ
4,-1,-1,2,1,-3,-1,3,2,2,2,1,2,5,10,-102,no_exam,zt038MDBGQ
4,-3,3,-3,-3,-3,2,2,-1,-2,-3,2,1,4,1,-159,no_exam,OkQHNEMEdZ
4,2,2,-3,-3,2,3,-3,-3,2,1,2,2,5,1,-200,no_exam,OkQHNEMEdZ
5,-3,2,-3,-1,-3,2,3,-3,-3,-3,2,2,2,2,-142,no_exam,OkQHNEMEdZ
1,-1,2,-3,-3,-3,2,3,-3,-3,-2,3,3,5,2,-198,no_exam,OkQHNEMEdZ
1,2,-2,-2,2,-3,2,2,2,2,2,-1,2,1,3,164,no_exam,OkQHNEMEdZ
1,-1,-2,1,-1,-3,-1,3,-1,1,1,-2,-2,2,3,180,no_exam,OkQHNEMEdZ
1,3,-3,1,2,-3,2,3,1,3,3,3,1,2,4,135,no_exam,OkQHNEMEdZ
4,1,-1,1,-1,-3,-1,3,-1,1,2,2,1,5,5,95,pre,OkQHNEMEdZ
3,1,2,-1,-1,-3,2,2,1,1,1,2,1,4,6,-64,post,OkQHNEMEdZ
3,-2,2,-2,-2,-3,2,2,-2,-2,-1,2,1,1,7,-132,no_exam,OkQHNEMEdZ
3,2,1,-2,-1,-3,1,2,-2,1,-1,2,1,4,7,-101,no_exam,OkQHNEMEdZ
3,2,-1,1,-2,-3,2,2,-1,-1,-1,3,1,2,8,-121,no_exam,OkQHNEMEdZ
3,-1,-1,1,-2,-3,1,-1,-2,-2,-1,1,1,3,8,-101,no_exam,OkQHNEMEdZ
3,1,1,-2,-2,-3,-1,2,-1,-2,-2,2,2,2,9,-130,no_exam,OkQHNEMEdZ
3,2,2,-1,-2,-3,1,2,-1,-1,-1,2,2,4,9,-76,no_exam,OkQHNEMEdZ
3,2,-1,-2,-1,-1,1,-3,1,-2,1,-2,-3,5,9,9,no_exam,OkQHNEMEdZ
3,1,-1,1,1,1,1,-1,1,1,-1,2,-1,1,10,-11,no_exam,OkQHNEMEdZ
3,-1,1,-1,-1,1,-1,1,-1,-1,1,2,-1,3,10,-45,no_exam,OkQHNEMEdZ
3,1,-1,1,1,-3,-1,1,1,-1,-1,-1,-1,4,10,-164,no_exam,OkQHNEMEdZ
3,1,-2,1,-2,-3,-2,-2,3,-3,-1,2,-1,5,10,-170,no_exam,OkQHNEMEdZ
3,-2,1,-2,-2,-3,2,2,-1,-2,1,2,2,2,11,-107,no_exam,OkQHNEMEdZ
3,1,1,-2,-2,-3,1,2,-1,-1,-1,2,1,3,11,-82,no_exam,OkQHNEMEdZ
3,1,-1,-2,1,-1,-1,-2,-1,1,1,-1,-1,4,11,-115,no_exam,OkQHNEMEdZ
3,-1,-1,-1,-2,-3,1,2,-1,-1,-1,1,1,5,11,-108,no_exam,OkQHNEMEdZ
3,1,-1,1,-2,-3,1,1,-1,-2,1,1,2,4,12,-62,pre,OkQHNEMEdZ
3,1,-2,-2,-2,-3,2,2,-1,-1,-2,2,1,4,13,76,post,OkQHNEMEdZ
3,1,-2,-1,-2,-3,1,2,-1,-2,-1,2,1,2,14,-127,no_exam,OkQHNEMEdZ
3,-1,-1,1,-1,-2,1,-3,-1,-1,-1,1,1,4,14,-2,no_exam,OkQHNEMEdZ
3,-1,-2,-2,-2,-3,-1,2,-2,1,-2,1,1,1,15,-111,no_exam,OkQHNEMEdZ
3,1,-2,-2,-2,-3,1,2,-1,-1,1,2,2,2,15,-114,no_exam,OkQHNEMEdZ
3,1,1,-2,-3,-3,1,2,-1,-1,-1,2,1,3,15,-104,no_exam,OkQHNEMEdZ
3,1,-1,2,1,-1,1,-2,-1,1,1,1,1,5,15,-56,no_exam,OkQHNEMEdZ
1,2,-2,-2,-2,-1,1,-2,-1,2,2,1,-2,1,1,-157,no_exam,ersOKQOhbF
1,-1,-2,1,3,-1,2,-3,-1,2,2,1,-1,2,1,-19,no_exam,ersOKQOhbF
2,-1,-2,3,3,-2,2,-2,1,1,1,2,-1,3,1,102,no_exam,ersOKQOhbF
1,1,-3,3,-1,-2,-1,-3,2,2,2,1,-3,4,1,75,no_exam,ersOKQOhbF
2,1,-2,2,-1,-3,1,-3,1,2,2,1,-1,5,1,-45,no_exam,ersOKQOhbF
4,1,-2,-2,-2,-2,1,-2,-1,-1,1,2,1,1,2,-120,no_exam,ersOKQOhbF
1,2,-2,3,2,-1,2,-3,-2,-1,1,2,-2,2,2,51,no_exam,ersOKQOhbF
4,1,-2,3,2,-2,1,-3,2,1,1,1,-1,3,2,-171,no_exam,ersOKQOhbF
3,1,-2,-1,1,-2,2,-3,1,-1,1,-1,1,5,2,57,no_exam,ersOKQOhbF
2,-1,-1,3,3,-1,2,-3,-1,1,2,2,1,1,3,-81,no_exam,ersOKQOhbF
2,-1,-1,3,3,-1,1,-3,2,2,1,3,1,2,3,106,no_exam,ersOKQOhbF
4,-1,-2,-1,3,-1,1,-1,-1,-3,2,3,-2,3,3,-58,no_exam,ersOKQOhbF
3,1,-2,2,2,-1,1,1,-1,-2,2,1,-2,4,3,-78,no_exam,ersOKQOhbF
1,1,-1,3,3,1,3,-3,2,2,3,3,2,5,3,-44,no_exam,ersOKQOhbF
4,1,1,-2,-2,-2,1,1,-2,-2,1,1,1,1,4,-72,no_exam,ersOKQOhbF
4,-1,2,3,2,-2,1,2,2,1,2,3,-2,3,4,-76,no_exam,ersOKQOhbF
3,2,-1,3,1,-1,1,-3,2,1,2,1,1,4,4,-60,no_exam,ersOKQOhbF
3,-1,-1,3,2,-1,1,1,1,1,1,1,-1,5,4,40,no_exam,ersOKQOhbF
3,1,-2,3,3,1,1,-2,1,-1,2,2,1,4,5,-46,pre,ersOKQOhbF
4,-1,1,-1,-2,-1,1,1,-3,-2,-2,1,1,4,6,-54,post,ersOKQOhbF
4,1,1,1,-2,-2,1,1,-2,-2,1,1,1,1,7,-133,no_exam,ersOKQOhbF
4,2,1,1,-1,-1,1,-1,-1,1,-1,1,-2,2,7,-132,no_exam,ersOKQOhbF
2,1,-2,1,1,-2,1,-1,2,3,1,2,-2,4,7,1,no_exam,ersOKQOhbF
4,2,1,-1,-2,-2,1,1,-2,1,-2,1,1,5,7,-114,no_exam,ersOKQOhbF
3,1,2,-2,-2,-1,1,2,-2,-2,1,2,2,1,8,-46,no_exam,ersOKQOhbF
4,2,-2,-1,1,-1,1,2,1,-1,-1,1,1,2,8,-115,no_exam,ersOKQOhbF
4,1,-1,1,1,-3,-1,1,1,-1,1,-2,-2,3,8,-112,no_exam,ersOKQOhbF
4,1,-3,2,2,-1,1,-2,-1,-1,1,-1,1,4,8,-96,no_exam,ersOKQOhbF
2,2,-2,3,2,-2,-2,-2,2,2,2,-2,-2,1,9,149,no_exam,ersOKQOhbF
4,1,2,2,2,-2,2,1,1,1,1,2,-1,2,9,-82,no_exam,ersOKQOhbF
3,-1,1,-1,2,-2,-1,1,1,1,-1,1,-1,3,9,-86,no_exam,ersOKQOhbF
4,-1,-2,2,2,-1,1,1,1,1,2,2,-1,4,9,-99,no_exam,ersOKQOhbF
4,1,-1,3,-1,-1,1,2,1,-1,1,1,-3,5,9,-101,no_exam,ersOKQOhbF
4,1,-2,1,2,-1,-1,-1,1,1,1,1,2,1,10,-124,no_exam,ersOKQOhbF
4,1,-1,3,2,-3,-1,1,1,1,2,2,-1,2,10,-108,no_exam,ersOKQOhbF
4,1,-2,2,3,-1,1,-1,1,2,2,2,1,3,10,-75,no_exam,ersOKQOhbF
4,1,1,1,2,1,1,1,1,1,2,1,1,4,10,-88,no_exam,ersOKQOhbF
3,1,-2,2,2,-1,1,1,1,1,2,2,-1,5,10,-158,no_exam,ersOKQOhbF
4,1,-2,2,2,1,1,2,1,1,1,2,1,1,11,-21,no_exam,ersOKQOhbF
4,-1,-2,2,1,-1,-1,1,1,1,1,2,1,3,11,-119,no_exam,ersOKQOhbF
4,-1,-1,2,2,2,-1,1,2,1,2,1,-1,4,11,-141,no_exam,ersOKQOhbF
4,-1,2,2,2,-1,2,2,1,2,-1,1,-1,5,11,-120,no_exam,ersOKQOhbF
3,1,1,-1,-2,-1,1,1,-1,1,1,1,1,4,12,-108,pre,ersOKQOhbF
4,1,1,-2,-1,1,2,1,-1,-1,-1,1,-1,4,13,-113,post,ersOKQOhbF
2,1,2,-3,1,-2,1,-2,-2,-2,-2,1,2,1,14,59,no_exam,ersOKQOhbF
2,1,-1,1,2,-2,1,1,1,-1,1,1,-1,5,14,73,no_exam,ersOKQOhbF
4,1,1,-2,-2,1,1,1,-2,1,1,1,1,1,15,-113,no_exam,ersOKQOhbF
4,-1,-1,1,1,-1,2,1,2,-1,2,2,-2,2,15,-112,no_exam,ersOKQOhbF
3,-1,1,-1,-2,-2,1,1,-1,1,1,1,1,3,15,-95,no_exam,ersOKQOhbF
4,1,1,3,1,-1,1,2,1,-1,1,1,1,4,15,-100,no_exam,ersOKQOhbF
4,-1,-1,2,2,-1,1,1,2,1,-1,2,-2,5,15,-114,no_exam,ersOKQOhbF
4,-3,2,-3,-2,-3,3,3,2,-3,-3,3,2,1,1,-181,no_exam,jU44mS9UEY
5,1,3,-3,-3,-3,3,3,-3,-3,-3,3,2,3,1,-200,no_exam,jU44mS9UEY
1,3,3,-3,-3,-3,3,3,-3,-3,-3,3,3,4,1,-197,no_exam,jU44mS9UEY
2,1,2,-2,-2,-3,2,1,-3,-3,-3,2,3,5,1,-169,no_exam,jU44mS9UEY
4,2,2,-2,-2,-3,3,3,2,-3,-3,3,1,1,2,-110,no_exam,jU44mS9UEY
2,2,1,-1,2,-3,3,3,1,-3,-3,3,1,3,2,94,no_exam,jU44mS9UEY
3,1,-1,2,2,-2,3,-2,1,1,1,-1,1,4,2,-1,no_exam,jU44mS9UEY
3,-3,2,-2,-3,-3,2,2,2,-3,-3,3,3,1,3,-97,no_exam,jU44mS9UEY
